DatasetFile,ImageID,Topic,Subset,OriginalURL,OriginalLandingURL,License,AuthorProfileURL,Author,Title,OriginalSize,OriginalMD5,Thumbnail300KURL,Rotation,PerceptualHash
image_0834.hdf5,131282743,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/b/b6/Dorsolateral_aspect_of_skull_in_Amphicynodon_teilhardi.png,https://commons.wikimedia.org/wiki/File:Dorsolateral_aspect_of_skull_in_Amphicynodon_teilhardi.png,CC BY 4.0,,"WANG, XIAOMING; McKENNA, MALCOLM C.; DASHZEVEG, DEMBERELYIN",File:Dorsolateral aspect of skull in Amphicynodon teilhardi.png,"(1477, 2249)",ae010c5d8371c19160fba291e7b6ab9e,https://upload.wikimedia.org/wikipedia/commons/b/b6/Dorsolateral_aspect_of_skull_in_Amphicynodon_teilhardi.png,0,f878b8a6b2f0e730
image_0835.hdf5,158452692,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/9/9b/Thor%27s_Hammer_in_Bryce_Canyon_National_Park.jpg,https://commons.wikimedia.org/wiki/File:Thor%27s_Hammer_in_Bryce_Canyon_National_Park.jpg,CC BY 4.0,,CBBrit25,File:Thor's Hammer in Bryce Canyon National Park.jpg,"(6000, 4000)",a9225bc8c68143e5471077c2ba79c41a,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Thor%27s_Hammer_in_Bryce_Canyon_National_Park.jpg/1920px-Thor%27s_Hammer_in_Bryce_Canyon_National_Park.jpg,0,21a1a42022ce7471
image_0836.hdf5,127910482,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/0/01/Tiger_-_Ranthambore_National_Park_2012-06-04.jpg,https://commons.wikimedia.org/wiki/File:Tiger_-_Ranthambore_National_Park_2012-06-04.jpg,CC BY 4.0,,Asif N Khan,File:Tiger - Ranthambore National Park 2012-06-04.jpg,"(2048, 1365)",2e26b4603c2776938e9f68f1c703341b,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Tiger_-_Ranthambore_National_Park_2012-06-04.jpg/1920px-Tiger_-_Ranthambore_National_Park_2012-06-04.jpg,0,0b41d2462c669bbb
image_0837.hdf5,181984085,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/1/12/Hawthorn%2C_Crataegus_monogyna._Many_vertical_branches._Lochwinnoch_Nature_Reserve._Scotland.png,"https://commons.wikimedia.org/wiki/File:Hawthorn,_Crataegus_monogyna._Many_vertical_branches._Lochwinnoch_Nature_Reserve._Scotland.png",CC BY 4.0,,Rosser1954,"File:Hawthorn, Crataegus monogyna. Many vertical branches. Lochwinnoch Nature Reserve. Scotland.png","(617, 818)",dec314981bb5938c19a1b8f5a273cea9,https://upload.wikimedia.org/wikipedia/commons/1/12/Hawthorn%2C_Crataegus_monogyna._Many_vertical_branches._Lochwinnoch_Nature_Reserve._Scotland.png,0,c4d4c6c4eed4d4e0
image_0838.hdf5,181626205,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/7/7e/Exterior_of_the_Palazzo_Building_in_Las_Vegas.jpg,https://commons.wikimedia.org/wiki/File:Exterior_of_the_Palazzo_Building_in_Las_Vegas.jpg,CC BY 4.0,,Lchung9779,File:Exterior of the Palazzo Building in Las Vegas.jpg,"(2830, 3774)",1b224ea727c8276104dd1f97ab858fd6,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Exterior_of_the_Palazzo_Building_in_Las_Vegas.jpg/1920px-Exterior_of_the_Palazzo_Building_in_Las_Vegas.jpg,0,40309c1c9c290604
image_0839.hdf5,184698630,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/c/c2/Roebournea_diversa_-_Alton_National_Park%2C_Queensland_Australia_-_front_02.jpg,"https://commons.wikimedia.org/wiki/File:Roebournea_diversa_-_Alton_National_Park,_Queensland_Australia_-_front_02.jpg",CC BY 4.0,,Thomas Mesaglio,"File:Roebournea diversa - Alton National Park, Queensland Australia - front 02.jpg","(2048, 1536)",d00cc339d24cb56559a6bc400990498b,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Roebournea_diversa_-_Alton_National_Park%2C_Queensland_Australia_-_front_02.jpg/1920px-Roebournea_diversa_-_Alton_National_Park%2C_Queensland_Australia_-_front_02.jpg,0,b2e31d3cf7b3b632
image_0840.hdf5,177634489,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/4/41/Birkkarbach.jpg,https://commons.wikimedia.org/wiki/File:Birkkarbach.jpg,CC BY 4.0,,Wasquewhat,File:Birkkarbach.jpg,"(4032, 3024)",ebecf56d5164bb195bf7dc950f1f0b26,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Birkkarbach.jpg/1920px-Birkkarbach.jpg,0,060763169d882318
image_0841.hdf5,105602381,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/b/ba/Leicester_Lifeguard_Factory_frontage_in_black_and_white.jpg,https://commons.wikimedia.org/wiki/File:Leicester_Lifeguard_Factory_frontage_in_black_and_white.jpg,CC BY 4.0,,Pierre Marshall,File:Leicester Lifeguard Factory frontage in black and white.jpg,"(5444, 3649)",d517d91efedb4a1bd9fafc068de4feaa,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Leicester_Lifeguard_Factory_frontage_in_black_and_white.jpg/1920px-Leicester_Lifeguard_Factory_frontage_in_black_and_white.jpg,0,17696115070d4d05
image_0842.hdf5,84922796,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/1/11/Rumianek_pospolity.jpg,https://commons.wikimedia.org/wiki/File:Rumianek_pospolity.jpg,CC BY 4.0,,Agnwyb,File:Rumianek pospolity.jpg,"(4608, 3456)",e31a2a5ddce48c89ce7e4cc723682679,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Rumianek_pospolity.jpg/1920px-Rumianek_pospolity.jpg,0,cb8b0347ce3343a3
image_0843.hdf5,190086762,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/b/b3/Barn_Outside_Glenn%2C_Illinois.jpg,"https://commons.wikimedia.org/wiki/File:Barn_Outside_Glenn,_Illinois.jpg",CC BY 4.0,,TCP04,"File:Barn Outside Glenn, Illinois.jpg","(6000, 4000)",19c40b277e92c606097a464c4f511137,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Barn_Outside_Glenn%2C_Illinois.jpg/1920px-Barn_Outside_Glenn%2C_Illinois.jpg,0,664ea18d1f3b0490
image_0844.hdf5,189138620,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/2/2a/Cart_Path_in_Capen_Hill_Nature_Reserve_1.jpg,https://commons.wikimedia.org/wiki/File:Cart_Path_in_Capen_Hill_Nature_Reserve_1.jpg,CC BY 4.0,,3family6,File:Cart Path in Capen Hill Nature Reserve 1.jpg,"(3072, 4096)",fbba52cfe6c856b8bd1442151cccf95a,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Cart_Path_in_Capen_Hill_Nature_Reserve_1.jpg/1920px-Cart_Path_in_Capen_Hill_Nature_Reserve_1.jpg,0,654d4e6607274a4e
image_0845.hdf5,176995330,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/5/51/Exterior_of_Thomaskirche_%28Leipzig%29_2025.jpg,https://commons.wikimedia.org/wiki/File:Exterior_of_Thomaskirche_(Leipzig)_2025.jpg,CC BY 4.0,,Tdn70,File:Exterior of Thomaskirche (Leipzig) 2025.jpg,"(5682, 3906)",44c6f477bb4fb6cc4b2c3b95b9fbaf9b,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Exterior_of_Thomaskirche_%28Leipzig%29_2025.jpg/1920px-Exterior_of_Thomaskirche_%28Leipzig%29_2025.jpg,0,a1a5b2394c64191f
image_0846.hdf5,178795049,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/4/4d/Facade_of_a_historic_building_in_Bogot%C3%A1%2C_Colombia..jpg,"https://commons.wikimedia.org/wiki/File:Facade_of_a_historic_building_in_Bogot%C3%A1,_Colombia..jpg",CC BY 4.0,,ArmandoCasitasS,"File:Facade of a historic building in Bogotá, Colombia..jpg","(7279, 4853)",81ec9142c82815a4d846c27ea555b1f7,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Facade_of_a_historic_building_in_Bogot%C3%A1%2C_Colombia..jpg/1920px-Facade_of_a_historic_building_in_Bogot%C3%A1%2C_Colombia..jpg,0,cf7fa3070fcff329
image_0847.hdf5,165960324,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/5/52/Yellowhead_Highway_Frontage_Road_at_Mattoch-McKeague_Road%2C_Kamloops.jpg,"https://commons.wikimedia.org/wiki/File:Yellowhead_Highway_Frontage_Road_at_Mattoch-McKeague_Road,_Kamloops.jpg",CC BY 4.0,,Kiyoteru Awaji,"File:Yellowhead Highway Frontage Road at Mattoch-McKeague Road, Kamloops.jpg","(4032, 3024)",2e5ffc94b434149162eb7d0fce74d3cd,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Yellowhead_Highway_Frontage_Road_at_Mattoch-McKeague_Road%2C_Kamloops.jpg/1920px-Yellowhead_Highway_Frontage_Road_at_Mattoch-McKeague_Road%2C_Kamloops.jpg,0,9acd0d2d039e114f
image_0848.hdf5,190374032,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/7/7c/Bare-throated_Tiger_Heron_in_Corcovado_National_Park%2C_Costa_Rica.jpg,"https://commons.wikimedia.org/wiki/File:Bare-throated_Tiger_Heron_in_Corcovado_National_Park,_Costa_Rica.jpg",CC BY 4.0,,Mikeschafer.wildlife,"File:Bare-throated Tiger Heron in Corcovado National Park, Costa Rica.jpg","(3798, 3038)",8fdf4efac7559b0b693d890c70e2b755,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Bare-throated_Tiger_Heron_in_Corcovado_National_Park%2C_Costa_Rica.jpg/1920px-Bare-throated_Tiger_Heron_in_Corcovado_National_Park%2C_Costa_Rica.jpg,0,9d19dc4ed94ce5c4
image_0849.hdf5,181247622,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/a/aa/Driven_to_Sustain_Van_at_Manitoba_Legislative_Building.jpg,https://commons.wikimedia.org/wiki/File:Driven_to_Sustain_Van_at_Manitoba_Legislative_Building.jpg,CC BY 4.0,,Tydziedzic,File:Driven to Sustain Van at Manitoba Legislative Building.jpg,"(4000, 3000)",b5ff8615b0e3eb6d6b0a5bbb5fe6c5f7,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Driven_to_Sustain_Van_at_Manitoba_Legislative_Building.jpg/1920px-Driven_to_Sustain_Van_at_Manitoba_Legislative_Building.jpg,0,0f37373270348acb
image_0850.hdf5,79418306,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/9/9d/R%C3%A9serve_d%27Etat_de_Naryn_Ao%C3%BBt_2018_13.jpg,https://commons.wikimedia.org/wiki/File:R%C3%A9serve_d%27Etat_de_Naryn_Ao%C3%BBt_2018_13.jpg,CC BY 4.0,,Abujoy,File:Réserve d'Etat de Naryn Août 2018 13.jpg,"(6016, 4000)",4c6e849b6e7899758314a2ba234f6a13,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/R%C3%A9serve_d%27Etat_de_Naryn_Ao%C3%BBt_2018_13.jpg/1920px-R%C3%A9serve_d%27Etat_de_Naryn_Ao%C3%BBt_2018_13.jpg,0,3820ce9c9c9e3b2f
image_0851.hdf5,144593541,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/2/2e/La_Cattedrale_di_San_Lorenzo_a_Genova_vista_da_via_di_Scurreria%2C_agosto_2008.jpg,"https://commons.wikimedia.org/wiki/File:La_Cattedrale_di_San_Lorenzo_a_Genova_vista_da_via_di_Scurreria,_agosto_2008.jpg",CC BY 4.0,,Angelo G. Valle,"File:La Cattedrale di San Lorenzo a Genova vista da via di Scurreria, agosto 2008.jpg","(454, 605)",330dddfe769daeb131cf8addb5c39eb7,https://upload.wikimedia.org/wikipedia/commons/2/2e/La_Cattedrale_di_San_Lorenzo_a_Genova_vista_da_via_di_Scurreria%2C_agosto_2008.jpg,0,21a2a65f54e27a1d
image_0852.hdf5,146915585,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/f/f5/OSM_Parc_national_du_Kirthar_-_Pakistan.png,https://commons.wikimedia.org/wiki/File:OSM_Parc_national_du_Kirthar_-_Pakistan.png,CC BY 4.0,,Wisi eu,File:OSM Parc national du Kirthar - Pakistan.png,"(1046, 688)",4354eb72a8844f1da62cfd7c47ccd70f,https://upload.wikimedia.org/wikipedia/commons/f/f5/OSM_Parc_national_du_Kirthar_-_Pakistan.png,0,34bb222a26250584
image_0853.hdf5,150949440,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/1/14/A_boy_in_Henri_Pittier_National_Park_Maracay_Venezuela.jpg,https://commons.wikimedia.org/wiki/File:A_boy_in_Henri_Pittier_National_Park_Maracay_Venezuela.jpg,CC BY 4.0,,Bobjgalindo,File:A boy in Henri Pittier National Park Maracay Venezuela.jpg,"(1024, 903)",3ad19db77556d0d85ae7d87f67c787df,https://upload.wikimedia.org/wikipedia/commons/1/14/A_boy_in_Henri_Pittier_National_Park_Maracay_Venezuela.jpg,0,0b251d9d75f7d3a6
image_0854.hdf5,109358798,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/2/2d/Pair_Of_K6_Telephone_Kiosks_Outside_Number_47_%28Not_Included%29.jpg,https://commons.wikimedia.org/wiki/File:Pair_Of_K6_Telephone_Kiosks_Outside_Number_47_(Not_Included).jpg,CC BY 4.0,,Peter Broster,File:Pair Of K6 Telephone Kiosks Outside Number 47 (Not Included).jpg,"(4000, 2672)",c383f2e7e8535413031add272c814ac6,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Pair_Of_K6_Telephone_Kiosks_Outside_Number_47_%28Not_Included%29.jpg/1920px-Pair_Of_K6_Telephone_Kiosks_Outside_Number_47_%28Not_Included%29.jpg,0,6b6c99cdcfcccd1e
image_0855.hdf5,114260534,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/b/b7/Uphill_Landscape_at_Coetzenburg_Mountain_Bike_Trails%2C_Stellenbosch%2C_Wester_Cape%2C_South_Africa.jpg,"https://commons.wikimedia.org/wiki/File:Uphill_Landscape_at_Coetzenburg_Mountain_Bike_Trails,_Stellenbosch,_Wester_Cape,_South_Africa.jpg",CC BY 4.0,,Frank Taljaard of Gnostika.Blog,"File:Uphill Landscape at Coetzenburg Mountain Bike Trails, Stellenbosch, Wester Cape, South Africa.jpg","(4500, 6000)",be7b521ed8501be2029d9912f31215cb,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Uphill_Landscape_at_Coetzenburg_Mountain_Bike_Trails%2C_Stellenbosch%2C_Wester_Cape%2C_South_Africa.jpg/1920px-Uphill_Landscape_at_Coetzenburg_Mountain_Bike_Trails%2C_Stellenbosch%2C_Wester_Cape%2C_South_Africa.jpg,0,fef8cd8673f26448
image_0856.hdf5,166750463,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/6/6f/Islands_of_Gubi%2C_Nature%27s_Calm_in_Bauchi.jpg,"https://commons.wikimedia.org/wiki/File:Islands_of_Gubi,_Nature%27s_Calm_in_Bauchi.jpg",CC BY 4.0,,Martemmedia,"File:Islands of Gubi, Nature's Calm in Bauchi.jpg","(6000, 4000)",fb9e6d2559899d44bd412e607dd5e1d8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Islands_of_Gubi%2C_Nature%27s_Calm_in_Bauchi.jpg/1920px-Islands_of_Gubi%2C_Nature%27s_Calm_in_Bauchi.jpg,0,0011126231786620
image_0857.hdf5,151116139,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/1/14/Bahnhof_Hagen_Hbf_Info.jpg,https://commons.wikimedia.org/wiki/File:Bahnhof_Hagen_Hbf_Info.jpg,CC BY 4.0,,"Bärwinkel,Klaus",File:Bahnhof Hagen Hbf Info.jpg,"(2422, 2968)",469e0b8ce530031de9f15fa60e88dbcd,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Bahnhof_Hagen_Hbf_Info.jpg/1920px-Bahnhof_Hagen_Hbf_Info.jpg,0,2f4b1b2f1b3b1616
image_0858.hdf5,144875586,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/9/91/20240201.Eisenbahnbr%C3%BCcken_Dresden-Plauen.-23.jpg,https://commons.wikimedia.org/wiki/File:20240201.Eisenbahnbr%C3%BCcken_Dresden-Plauen.-23.jpg,CC BY 4.0,,Bybbisch94,File:20240201.Eisenbahnbrücken Dresden-Plauen.-23.jpg,"(8000, 6000)",4cb880fcf8a815846e72383f052eeb4c,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/20240201.Eisenbahnbr%C3%BCcken_Dresden-Plauen.-23.jpg/1920px-20240201.Eisenbahnbr%C3%BCcken_Dresden-Plauen.-23.jpg,0,414f9f46f7f7d7f3
image_0859.hdf5,184268035,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/e/e8/2026-02-14_Landscape_in_Amoreira%2C_%C3%93bidos_1.jpg,"https://commons.wikimedia.org/wiki/File:2026-02-14_Landscape_in_Amoreira,_%C3%93bidos_1.jpg",CC BY 4.0,,Alexkom000,"File:2026-02-14 Landscape in Amoreira, Óbidos 1.jpg","(5319, 3546)",61dc982db4d3890b284d7403045401bd,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/2026-02-14_Landscape_in_Amoreira%2C_%C3%93bidos_1.jpg/1920px-2026-02-14_Landscape_in_Amoreira%2C_%C3%93bidos_1.jpg,0,67072f0717bf1bc3
image_0860.hdf5,141355261,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/f/f6/Curtin_Building_410_outside_deck.jpg,https://commons.wikimedia.org/wiki/File:Curtin_Building_410_outside_deck.jpg,CC BY 4.0,,Orderinchaos,File:Curtin Building 410 outside deck.jpg,"(4624, 3468)",5d4b18245d55b1270750039f4539165d,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Curtin_Building_410_outside_deck.jpg/1920px-Curtin_Building_410_outside_deck.jpg,0,e666260603b0d073
image_0861.hdf5,170233266,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/a/a1/The_dome_of_the_United_States_Capitol_building.jpg,https://commons.wikimedia.org/wiki/File:The_dome_of_the_United_States_Capitol_building.jpg,CC BY 4.0,,peakfocus.agency,File:The dome of the United States Capitol building.jpg,"(5327, 3551)",5a356fe73839bfa5929c94698018b10f,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/The_dome_of_the_United_States_Capitol_building.jpg/1920px-The_dome_of_the_United_States_Capitol_building.jpg,0,03252626460c2547
image_0862.hdf5,41960382,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/f/fe/Western_ringtail_possum_at_Locke_Nature_Reserve.jpg,https://commons.wikimedia.org/wiki/File:Western_ringtail_possum_at_Locke_Nature_Reserve.jpg,CC BY 4.0,,"Kaori Yokochi, Roberta Bencini",File:Western ringtail possum at Locke Nature Reserve.jpg,"(744, 846)",f7bc5f87baa51643e38d65a6a25a2015,https://upload.wikimedia.org/wikipedia/commons/f/fe/Western_ringtail_possum_at_Locke_Nature_Reserve.jpg,0,227272b9d9393836
image_0863.hdf5,103258832,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/b/b1/%D0%91%D0%BE%D0%BB%D0%BE%D1%82%D0%BE-%D1%81%D0%BC%D0%B0%D0%B9%D0%BB%D0%B8%D0%BA.jpg,https://commons.wikimedia.org/wiki/File:%D0%91%D0%BE%D0%BB%D0%BE%D1%82%D0%BE-%D1%81%D0%BC%D0%B0%D0%B9%D0%BB%D0%B8%D0%BA.jpg,CC BY 4.0,,Ted.ns,File:Болото-смайлик.jpg,"(3756, 2504)",5b0c0c657b05bb5191a3ccc822d6da95,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/%D0%91%D0%BE%D0%BB%D0%BE%D1%82%D0%BE-%D1%81%D0%BC%D0%B0%D0%B9%D0%BB%D0%B8%D0%BA.jpg/1920px-%D0%91%D0%BE%D0%BB%D0%BE%D1%82%D0%BE-%D1%81%D0%BC%D0%B0%D0%B9%D0%BB%D0%B8%D0%BA.jpg,0,450a290b29b3d30e
image_0864.hdf5,74425243,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/5/51/1130_Auhofstra%C3%9Fe_6_Hietzinger_Kai_7-9_-_Steinitzhof_-_Stiege_6_-_Landschaftsmosaik-Hauszeichen_IMG_0527.jpg,https://commons.wikimedia.org/wiki/File:1130_Auhofstra%C3%9Fe_6_Hietzinger_Kai_7-9_-_Steinitzhof_-_Stiege_6_-_Landschaftsmosaik-Hauszeichen_IMG_0527.jpg,CC BY 4.0,http://austria-forum.org/af/Infos_zum_AF/Editorial_Board/Judt%2C_Dr._Ewald_%28Wirtschaftswissenschaft%29,Ewald Judt,File:1130 Auhofstraße 6 Hietzinger Kai 7-9 - Steinitzhof - Stiege 6 - Landschaftsmosaik-Hauszeichen IMG 0527.jpg,"(2000, 1500)",d6c4a57e4c84a1915a24595463aade0c,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/1130_Auhofstra%C3%9Fe_6_Hietzinger_Kai_7-9_-_Steinitzhof_-_Stiege_6_-_Landschaftsmosaik-Hauszeichen_IMG_0527.jpg/1920px-1130_Auhofstra%C3%9Fe_6_Hietzinger_Kai_7-9_-_Steinitzhof_-_Stiege_6_-_Landschaftsmosaik-Hauszeichen_IMG_0527.jpg,0,13133cdcc4c4d9e2
image_0865.hdf5,105549326,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/3/3b/Architecture_Detail_02.jpg,https://commons.wikimedia.org/wiki/File:Architecture_Detail_02.jpg,CC BY 4.0,,dweeb,File:Architecture Detail 02.jpg,"(800, 600)",366d672dc499bc95775d321c422a5d05,https://upload.wikimedia.org/wikipedia/commons/3/3b/Architecture_Detail_02.jpg,0,9e1e0f5b51ded898
image_0866.hdf5,87464093,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/5/55/Day_at_Rock_Mountain_National_Park.jpg,https://commons.wikimedia.org/wiki/File:Day_at_Rock_Mountain_National_Park.jpg,CC BY 4.0,,Prairie Astronomer,File:Day at Rock Mountain National Park.jpg,"(4288, 3216)",7b1f5f69c57e6b903ef1c798d1ce1998,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Day_at_Rock_Mountain_National_Park.jpg/1920px-Day_at_Rock_Mountain_National_Park.jpg,0,1f7fb33377d74767
image_0867.hdf5,165133820,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/6/68/The_Exterior_of_A_Typical_Halifax_Branch_%28Walsall%29.jpg,https://commons.wikimedia.org/wiki/File:The_Exterior_of_A_Typical_Halifax_Branch_(Walsall).jpg,CC BY 4.0,,Halifax (Bank of Scotland PLC),File:The Exterior of A Typical Halifax Branch (Walsall).jpg,"(4032, 3024)",e738be2c04093cc1f90f83b4dfa66102,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/The_Exterior_of_A_Typical_Halifax_Branch_%28Walsall%29.jpg/1920px-The_Exterior_of_A_Typical_Halifax_Branch_%28Walsall%29.jpg,0,7c64e4f1b2aacad0
image_0868.hdf5,194559815,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/f/f7/Naracoorte_Caves_National_Park_-_Wonambi_Visitor_Centre_20260623-111628.jpg,https://commons.wikimedia.org/wiki/File:Naracoorte_Caves_National_Park_-_Wonambi_Visitor_Centre_20260623-111628.jpg,CC BY 4.0,,RegionVisitor90,File:Naracoorte Caves National Park - Wonambi Visitor Centre 20260623-111628.jpg,"(4284, 5712)",7d9ab03ba48d45c4805876f9e570d7ea,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Naracoorte_Caves_National_Park_-_Wonambi_Visitor_Centre_20260623-111628.jpg/1920px-Naracoorte_Caves_National_Park_-_Wonambi_Visitor_Centre_20260623-111628.jpg,0,6369b33118f47d1f
image_0869.hdf5,173605799,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/6/64/Wikimedian_Kingshuk_Mondal_beside_the_UNESCO_Heritage_Monument_at_Netidhopani_Beat_Office%2C_Sundarban_National_Park_01.jpg,"https://commons.wikimedia.org/wiki/File:Wikimedian_Kingshuk_Mondal_beside_the_UNESCO_Heritage_Monument_at_Netidhopani_Beat_Office,_Sundarban_National_Park_01.jpg",CC BY 4.0,,Sajal Bar,"File:Wikimedian Kingshuk Mondal beside the UNESCO Heritage Monument at Netidhopani Beat Office, Sundarban National Park 01.jpg","(6000, 4000)",57825716cf9ec13642ce691617765e28,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Wikimedian_Kingshuk_Mondal_beside_the_UNESCO_Heritage_Monument_at_Netidhopani_Beat_Office%2C_Sundarban_National_Park_01.jpg/1920px-Wikimedian_Kingshuk_Mondal_beside_the_UNESCO_Heritage_Monument_at_Netidhopani_Beat_Office%2C_Sundarban_National_Park_01.jpg,0,9035144ec9f9b02f
image_0870.hdf5,186312902,nature_landscape,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/d/df/Wave_ripples_and_tracks_of_Theropod_Dinosaurs%2C_part_of_the_Uppermost_Cretaceous_Carreras_Pampa_tracksite_in_Torotoro_National_Park%2C_Bolivia.png,"https://commons.wikimedia.org/wiki/File:Wave_ripples_and_tracks_of_Theropod_Dinosaurs,_part_of_the_Uppermost_Cretaceous_Carreras_Pampa_tracksite_in_Torotoro_National_Park,_Bolivia.png",CC BY 4.0,,"Esperante et al., 2025","File:Wave ripples and tracks of Theropod Dinosaurs, part of the Uppermost Cretaceous Carreras Pampa tracksite in Torotoro National Park, Bolivia.png","(792, 585)",dc647449ee04d8f4280f0a50f492ca30,https://upload.wikimedia.org/wikipedia/commons/d/df/Wave_ripples_and_tracks_of_Theropod_Dinosaurs%2C_part_of_the_Uppermost_Cretaceous_Carreras_Pampa_tracksite_in_Torotoro_National_Park%2C_Bolivia.png,0,4df23f379717460d
image_0871.hdf5,173786550,building_exterior,wikimedia_commons,https://upload.wikimedia.org/wikipedia/commons/5/5a/Z%C3%BCrich_Hauptbahnhof_fa%C3%A7ade%2C_statue_and_flower_parterre.jpg,"https://commons.wikimedia.org/wiki/File:Z%C3%BCrich_Hauptbahnhof_fa%C3%A7ade,_statue_and_flower_parterre.jpg",CC BY 4.0,,Balise42,"File:Zürich Hauptbahnhof façade, statue and flower parterre.jpg","(7360, 4912)",dd1fdad384dc27c48fbc8fa6ff282b1c,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Z%C3%BCrich_Hauptbahnhof_fa%C3%A7ade%2C_statue_and_flower_parterre.jpg/1920px-Z%C3%BCrich_Hauptbahnhof_fa%C3%A7ade%2C_statue_and_flower_parterre.jpg,0,1b8b86c14fc11137
